medicamento_alvo,medicamento_outro,contexto,classe,fonte,origem,confianca
besilato de anlodipino,atorvastatina,Estudos Especiais: Efeito do anlodipino sobre Outros A gentes atorvastatina: a coadministração de doses múltiplas de 10 mg de anlodipino e 80 mg de atorvastatina não resultou em mudança significante nos parâmetros farmacocinéticos no estado de equilíbrio ( steady -state) da atorvastatina. digoxina: a coadministração de anlodipino e digoxina não alterou os níveis séricos ou o clearance renal de digoxina nos voluntários sadios. etanol (á lcool): dose única e doses múltiplas de 10 mg de anlodipino não tiveram efeito significante na farmacocinética do etanol. varfarina: a coadministração de anlodipino com varfarina não alterou o tempo de resposta de protrombina da varfarina. ciclosporina: nenhum estudo de interação medicamentosa foi conduzido com a ciclosporina e o anlodipino em voluntários saudáveis ou outras populações com exceção dos pacientes com transplante renal.,0,fonte1,manual,1.0
fosfato de sitagliptina cloridrato de metformina,sinvastatina,"Fosfato de sitagliptina Nos estudos de interação medicamentosa, a sitagliptina não exerceu efeitos clinicamente significativos na farmacocinética dos seguintes fármacos: metformina, rosiglitazona, glibenclamida, sinvastatina, varfarina e anticoncepcionais orais.",0,fonte1,manual,1.0
dapagliflozina propanodiol,varfarina,"Em estudos de interação conduzidos em indivíduos sadios, utilizando principalmente o desenho de dose única, a dapagliflozina não alterou significativamente a farmacocinética da metformina, pioglitazona, sitagliptina, glimepirida, hidroclorotiazida, bumetanida, valsartana, sinvastatina, digoxina (um substrato da gp-P) ou varfarina (a varfarina é um substrato do CYP2C).",0,fonte1,manual,1.0
acido acetilsalicilico,anticoagulantes,"Interações que requerem precaução para o uso • metotrexato em doses inferiores a 15 mg/semana Aumento da toxicidade hematológica do metotrexato (diminuição da depuração renal do metotrexato por agentes anti-inflamatórios em geral e deslocamento do metotrexato, ligado às proteínas plasmáticas, pelos salicilatos). • anticoagulantes, trombolíticos/ outros inibidores da agregação plaquetária/ homeostasia Aumento do risco de sangramento. • outros anti -inflamatórios não -esteroides com salicilatos em altas doses Aumento do risco de úlceras e sangramento gastrintestinal devido ao efeito sinérgico. • inibidores seletivos da recaptação de serotonina (SSRIs) Aumento do risco de sangramento gastrintestinal alto devido a possível efeito sinérgico. • digoxina Aumento da concentração plasmática de digoxina devido a diminuição na excreção renal. • medicamentos para diabetes, como por exemplo, insulina e sulfonilureias Aumento do efeito hipoglicemiante por altas doses do ácido acetilsalicílico via ação hipoglicêmica do ácido acetilsalicílico e deslocamento da sulfonilureia de sua ligação à proteína plasmática. • diuréticos em associação com o ácido acetilsalicílico em altas doses Diminuição da filtração glomerular por diminuição da síntese das prostaglandinas renais. • glicocorticoides sistêmicos, exceto hidrocortisona usada como terapia de reposição na doença de Addison Diminuição dos níveis de salicilato plasmático durante o tratamento com corticosteroides e risco de sobredose de salicilato após interrupção do tratamento, por aumento da eliminação de salicilatos pelos corticosteroides. • inibidores da enzima conversora de angiotensina (ECA) em associação com o ácido acetilsalicílico em altas doses Diminuição da filtração glomerular por inibição das prostaglandinas vasodilatadoras.",1,fonte1,manual,1.0
tracleer,fluconazol,Fluconazol (para ) (uma vez que este medicamento pode aumentar as concentrações de Tracleer no sangue);,1,fonte2,automatica,0.65
drospirenona etinilestradiol,fluconazol,"Substâncias que diminuem a depuração dos COCs (inibidores enzimáticos) Inibidores potentes e moderados do CYP 3A4 tais como antifúngicos azólicos (como por exemplo, itraconazol, voriconazol, fluconazol), verapamil, antibióticos macrolídeos (como por exemplo, claritromicina, eritromicina), diltiazem e suco de toronja ( grapefruit ) podem aumentar as concentrações plasmáticas do estrogênio ou progestógeno ou de ambos.",1,fonte1,manual,1.0
prednisolona ems,anticoagulantes,"Entretanto o uso concomitante de anti-inflamatórios não esteroidais no tratamento de deve promover benefício terapêutico aditivo e permitir redução de dosagem de glicocorticoide Severidade moderada Efeito da interação Anticolinérgicos, especialmente e compostos relacionados O uso concomitante a longo prazo com glicocorticoides pode aumentar a pressão intraocular Anticoagulantes, derivados cumarínicos ou indandionas, heparina, ou uroquinase Os efeitos dos derivados cumarínicos ou da indandiona geralmente diminuem (mas podem aumentar em alguns pacientes), quando estes medicamentos são utilizados concomitantemente com glicocorticoides.",1,fonte2,automatica,0.65
zotecan,cetoconazol,O cetoconazol deve ser descontinuado pelo menos 1 semana antes de iniciar o tratamento com Zotecan e não deve ser administrado durante a terapia com irinotecano.,2,fonte2,automatica,0.8
concor,aines,"Medicamentos anti-inflamatórios não esteroidais (AINEs), utilizados para tratar , dor ou inflamação (tais como , medicamento usado para tratar reações alérgicas graves com risco de vida e paradas cardíacas;",2,fonte2,automatica,0.8
sinvastatina,claritromicina,"O uso concomitante de medicamentos conhecidos por apresentarem um potent e efeito inibitório sobre a CYP3A4 (por exemplo, itraconazol, cetoconazol, posaconazol, voriconazol, eritromicina, claritromicina, telitromicina, inibidores da protease do HIV, boceprevir, telaprevir, nefazodona e medicamentos contendo cobicistate) é contr aindicado (veja os itens 4.",2,fonte1,manual,1.0
ezetimiba sinvastatina,eritromicina,"CONTRAINDICAÇÕES • Hipersensibilidade aos princípios ativos ou a qualquer dos excipientes. • Hepatopatia ativa ou elevações persistentes e inexplicadas das transaminases séricas. • Quando houver necessidade de administrar ezetimiba + sinvastatina com fenofibrato, consulte a Circular aos Médicos (bula) de fenofibrato. • Administração concomitante de inibidores potentes do CYP3A4 (p. ex., itraconazol, cetoconazol, posaconazol, voriconazol, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (vide 5.",2,fonte1,manual,1.0
desogestrel,claritromicina,"A administração concomitante de inibidores fortes (por exemplo, cetoconazol, itraconazol, claritromicina) ou moderados (por exemplo, fluconazol, diltiazem, eritromicina) da CYP3A4 podem aumentar as concentrações séricas dos progestagênios, incluindo o eton ogestrel, o metabólito ativo do desogestrel.",1,fonte1,manual,1.0
dicloridrato de hidroxizina,amiodarona,"Exemplos de medicamentos associad os ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas es tes): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida) ; - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, c italopram, venlafaxina , antidepressivos tricíclicos e tetracíclicos por exemplo amitriptilina, imipramina, maprotilina) ; - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolimo ); - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - pentamidina; - Antimaláricos (quinin a, cloroquina); - Antifúngicos azólicos (c etoconazol, fluconazol, voriconazol); - domperidona; - Antagonistas dos receptores 5-HT 3 (ondansetron a); - trióxido de arsênio; - Inibidores da tirosina quinase (vandetanib e, sunitinib e, nilotinib e); - vorinostat e (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta -2 (salmeterol, formoterol).",2,fonte1,manual,1.0
omeprazol sódico eurofarma momenta,omeprazol,"Relate ao seu médico todos os medicamentos que vem utilizando, pois omeprazol sódico pode interferir na absorção ou eliminação de diversas substâncias.",1,fonte2,automatica,0.65
cloridrato de donepezila,cimetidina,"O cloridrato de donepezila e seus metabólitos não inibem o metabolismo da teofilina, varfarina, cimetidina, digoxina, tioridazina, risperidona e sertralina em humanos.",0,fonte1,manual,1.0
levofloxacino hemiidratado,ranitidina,"A farmacocinética do levofloxacino não foi afetada em qualquer proporção clinicamente significante quando esta foi administrada concomitantemente às seguintes drogas: carbonato de cálcio, digoxina, glibenclamida, ranitidina e varfarina.",0,fonte1,manual,1.0
cloridrato de tiamina cloridrato de piridoxina cianocobalamina fosfato dissodico de dexametasona,rifampicina,"INTERAÇÕES MEDICAMENTOSAS Com o fosfato de dexametasona Rifampicina, rifabutina, carbamazepina, fenobarbital, fenitoína, primidona e aminoglutetimida potenciam o metabolismo dos corticosteroides e os efeitos terapêuticos podem ser reduzidos.",1,fonte1,manual,1.0
valsartana besilato de anlodipino,cimetidina,"Em monoterapia, o anlodipino é seguramente administrado com diuréticos tiazídicos, betabloqueadores, inibidores da enzima conversora de angiotensina, nitratos de longa ação, nitroglicerinas sublinguais, digoxina, varfarina, atorvastatina, sildenafila, Maalox ® (hidróxido de alumínio gel, hidróxido de magnésio e simeticona), cimetidina, medicamentos anti -inflamatórios não -esteroidais, antibióticos e medicamentos hipoglicemiantes orais. valsartana Duplo bloqueio do Sistema Renina -Angiotensina (SRA) com BRAs, IECAs ou alisquireno: o uso concomitante de BRAs, incluindo valsartana, com outros medicamentos que agem no SRA é associado com o aumento da incidência de hipotensão, hipercalemia e alterações na função renal em comparação com à monoterapia.",1,fonte1,manual,1.0
klaricid,sinvastatina,"Inibidores da HMG-CoA redutase (estatinas): O uso concomitante de claritromicina com lovastatina ou sinvastatina é contraindicado (ver Contraindicações), devido ao possível aumento do risco de miopatia (doença muscular), incluindo rabdomiólise (destruição do músculo esquelético).",2,fonte2,automatica,0.9
lanexat,diazepam,"Não há interação farmacocinética entre Lanexat e etanol, midazolam ou diazepam.",0,fonte2,automatica,0.85
divalproato de sodio,cimetidina,"Medicamentos para os quais não foi detectada nenhuma int eração ou com interação sem relevância: antiácidos, cimetidina, ranitidina, clorpromazina, haloperidol, paracetamol, lítio, lorazepam, olanzapina, rufinamida.",0,fonte1,manual,1.0
besilato de anlodipino,ciclosporina,Estudos Especiais: Efeito do anlodipino sobre Outros Agentes atorvastatina: a coadministração de doses múltiplas de 10 mg de anlodipino e 80 mg de atorvastatina não resultou em mudança significante nos parâmetros farmacocinéticos no estado de equilíbrio (steady state ) da atorvastatina. digoxina: a coadministração de anlodipino e digoxina não alterou os níveis séricos ou o clearance renal de digoxina nos voluntários sadios. etanol (Álcool): dose única e doses múltiplas de 10 mg de anlodipino não tiveram efeito significante na farmacocinética do etanol. varfarina: a coadministração de anlodipino e com varfarina não alterou o tempo de resposta de protombina da varfarina. besilato de anlodipino 5 mg e 10 mg - comprimidos – VPS08 ciclosporina: nenhum estudo de interação medicamentosa foi conduzido com a ciclosporina e o anlodipino em voluntários saudáveis ou outras populações com exceção dos pacientes com transplante renal.,0,fonte1,manual,1.0
domperidona,claritromicina,"A administração concomitante de domperidona com inibidores potentes do CYP3A4 que demonstraram causar um prolongamento do intervalo QT, tais como claritromicina, eritromicina, itraconazol, cetoconazol oral, posaconazol, ritonavir, saquinavir, telitromicina, telaprevir e voriconazol, é contraindicada (vide itens 5“ADVERTÊNCIAS E PRECAUÇÕES” e “6.",2,fonte1,manual,1.0
pratifolin,metotrexato,"INTERAÇÕES MEDICAMENTOSAS Interação ácido fólico – medicamentos Fenitoína, fenobarbital, primidona, aspirina, colestipol, cicloserina, metotrexato e enzimas pancreáticas reduzem os níveis d e ácido fólico, enquanto que o ácido aminosalicílico, antiácidos, co lestiramina, estrogênios, bloqueadores H 2 e a carbamazepina reduzem sua absorção.",1,fonte1,manual,1.0
levofloxacino,varfarina,"A farmacocinética do levofloxacino hemi - hidratado não foi afetada em qualquer proporção clinicamente significante quando esta foi administrada concomitantemente às seguintes drogas: carbonato de cálcio, digoxina, glibenclamida, ranitidina e varfarina.",0,fonte1,manual,1.0
cloridrato de tansulosina,varfarina,"In vitro, nem diazepam, propranolol, triclormetiazida, clormadinona, amitriptilina, diclofenaco, glibenclamida ou sinvastatina e varfarina modificam a fração livre d e tansulosina no plasma humano.",0,fonte1,manual,1.0
sinvastatina,cetoconazol,"ADVERTÊNCIAS E PRECAUÇÕES, Gravidez e Lactaçã o); • Administração concomitante de inibidores potentes do CYP3A4 (por exemplo, itraconazol, cetoconazol, posaconazol, voriconazol, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (veja os itens 5.",2,fonte1,manual,1.0
cloridrato de hidroxizina,eritromicina,"Exemplos de drogas associadas ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas essas): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida); - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, citalopram, venlafaxina, antidepressivos tricíclicos e tetracíclicos, por exemplo, amtriptilina, imipramina, maprotilina); dicloridrato_hidroxizina_sol_oral_VPS_V02 - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolimus); - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - Pentamidina; - Antimaláricos (quinina, cloroquina); - Antifúngicos azólicos (cetoconazol, fluconazol, voriconazol); - Domperidona; - Antagonistas dos receptores 5-HT 3 (ondansetrona); - Trióxido de arsênio; - Inibidores da tirosinoquinase (vandetanibe, sunitinibe, nilotinibe); - Vorinostat (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta-2 (salmeterol, formoterol).",2,fonte1,manual,1.0
cloridrato de lercanidipino,ciclosporina,"A coadministração do lercanidipino com inibidores do CYP3A4 deve ser evitada (por exemplo, o cetoconazol, itraconazol, ritonavir, eritromicina, troleandomicina, claritromicina) (vide “Contraindicações”). ciclosporina A ciclosporina e o lercanidipino não devem ser administrados juntamente (vide “Contraindicações”).",2,fonte1,manual,1.0
ezetimiba sinvastatina,itraconazol,"4.CONTRAINDICAÇÕES • Hipersensibilidade aos princípios ativos ou a qualquer dos excipientes. • Hepatopatia ativa ou elevações persistentes e inexplicadas das transaminases séricas. • Quando houver necessidade de administrar ezetimiba+sinvastatina com fenofibrato, consulte a Circular aos Médicos (bula) de fenofibrato. • Administração concomitante de inibidores potentes do CYP3A4 (p. ex., itraconazol, cetoconazol, posaconazol, voriconazol, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (veja os itens 5.",2,fonte1,manual,1.0
alprazolam,cetoconazol,"Os dados obtidos a partir de estudos clínicos com alprazolam, estudos in vitro com alprazolam e estudos clínicos com fármacos metabolizados similarmente ao alprazolam mostram interações de variados graus e possibilidade de inter ação com alprazolam para uma quantidade de fármacos. alpazolam_com_VPS _V04 VERSÃO 04 - Esta versão altera a VERSÃO 03 Baseando -se no grau de interação e no tipo de dados disponíveis, recomenda -se o seguinte: - A coadministração de alprazolam com cetoconazol, itraconazol e outros antifúngicos azólicos não é recomendada; - Recomenda- se cautela e consideração de redução de dose quando alprazolam é coadministrado com nefazodona, fluvoxamina e cimetidina; - Também se recomenda cautela quando alprazolam é coadministrado com fluoxetina, propoxifeno, anticoncepcionais orais, diltiazem, ou antibióticos macrolídeos como eritromicina e troleandomicina; - As interações envolvendo inibidores da protease do vírus da imunodeficiência humana (HIV) (por exemplo, ritonavir) e alprazolam são complexas e dependentes do tempo.",2,fonte1,manual,1.0
relaflex,dipirona,"Portanto, recomenda-se cautela do uso de dipirona com bupropiona.",1,fonte2,automatica,0.65
prednisolona ems,corticosteroides,O ajuste de dose de isoniazida pode ser necessário durante e após o uso concomitante Interação Medicamento - Exame laboratorial Severidade menor Efeito da interação A prednisolona pode resultar em falso aumento dos níveis de digoxina Os corticosteroides podem alterar o teste de “ Nitroblue tetrazolium ” para infecções bacterianas e produzir resultados falso-negativos.,1,fonte2,automatica,0.65
telmisartana hidroclorotiazida,hidroclorotiazida,"A coadministração de telmisartana não resultou em interações clinicamente significativas com a varfarina, a hidroclorotiazida, a glibenclamida, o ibuprofeno, o paracetam ol, a sinvastatina e o anlodipino.",0,fonte1,manual,1.0
unifenobarb,levotiroxina,"No caso da levotiroxina recomenda-se a monitorização dos níveis séricos de T3 e T4, para adequação da dose do hormônio;",1,fonte2,automatica,0.65
estradiol acetato de noretisterona,claritromicina,"Em alguns casos estas alterações podem ser clinicamente relevantes. - Substâncias que diminuem a depuração de hormônios sexuais (inibidores enzimáticos): Inibidore s potentes e moderados de CYP3A4, tais como, antifúngicos azólicos (por exemplo, fluconazol, itraconazol, cetoconazol, voriconazol), macrolídeos (por exemplo, claritromicina, eritromicina), verapamil, diltiazem e suco de toranja ( grapefruit ) podem aumentar as concentrações plasmáticas de estrogênio, de progestógeno ou de ambos.",1,fonte1,manual,1.0
keflaxina,probenecida,A probenecida pode aumentar e prolongar a concentração da Keflaxina no sangue. de alça (ex.: ) podem aumentar o risco de toxicidade para os rins com as cefalosporinas.,1,fonte2,automatica,0.65
ibuprofeno,paracetamol,"O uso concomitante de qualquer AINE com os seguintes fármacos deve ser evitado, especialmente nos casos de administração crônica: ácido acetilsalicílico, paracetamol, colchicina, iodetos, medicamen tos fotossensibilizantes, outros anti -inflamatórios não esteroides, corticosteroides, corticotrofina, uroquinase, hipoglicemiantes orais ou insulina, anti -hipertensivos e diuréticos, ácido valpr oico, plicamicina, sais de ouro, ciclosporina, lítio, probenec ida, inibidores da ECA, agentes anticoagulantes ou trombolíticos, inibidores de agregação plaquetária, cardiotônicos digitálicos, digoxina e metotrexato.",2,fonte1,manual,1.0
everolimo,claritromicina,"Interação com fortes inibidores, indutores da CYP3A4 Não é recomendada a coadministração com fortes inibidores da CYP3A4 (por exemplo, cetoconazol, itraconazol, voriconazol, claritromicina, telitromicina, ritonavir) e indutores (por exe mplo, rifampicina, rifabutina , erva de São João, carbamazepina, fenitoína ) a menos que os benefícios superem os possíveis riscos.",2,fonte1,manual,1.0
klaricid ud,claritromicina,"O uso concomitante de claritromicina e colchicina é contraindicado. : quando claritromicina e digoxina são administradas concomitantemente, pode ocorrer um aumento da exposição à digoxina.",2,fonte2,automatica,0.9
budesonida,cetoconazol,"INTERAÇÕES MEDICAMENTOSAS O uso concomitante de budesonida intranasal e inibidores d o citocromo P450, especialmente da isoenzima CYP3A4 (i.e. , produtos que contenham cobicistate , cetoconazol , ritonavir, atazanavir , claritromicina , indinavir , eritromicina, nefazodona, nelfinavir, saquinavir, telitromicina, itraconazol) causa o aumento da concentração de budesonida no plasma, levando à um risco aumento de eventos adversos sistêmicos, como Síndrome de Cushing e supressão adrenal.",2,fonte1,manual,1.0
mesilato de imatinibe,eritromicina,"Outras interações que podem afetar a exposição ao mesilato de imatinibe ou outros medicamentos Medicamentos que podem aumentar as concentrações plasmáticas de imatinibe: As substâncias que inibem a atividade da isoenzima CYP3A4 do citocromo P450 (ex.: cetoconazol, itraconazol, eritromicina, claritromicina) poderiam diminuir o metabolismo e aumentar as concentrações de imatinibe.",1,fonte1,manual,1.0
alprazolam,fluoxetina,"Baseando -se no grau de interação e no tipo de dados disponíveis, recomenda -se o seguinte: - a coadministração de alprazol am com cetoconazol, itraconazol e outros antifúngicos azólicos não é recomendada; - recomenda -se cautela e consideração d a redução d e dose quando alprazolam é coadministrado com nefazodona, fluvoxamina e cimetidina; - também se recomenda cautela quando alp razolam é coadministrado com fluoxetina, propoxifeno , anticoncepcionais orais, diltiazem, ou antibióticos macrolídeos como eritromicina e troleandomicina; - as interações envolvendo inibidores da protease do vírus da imunodeficiência humana (HIV) (por exemplo, ritonavir) e alprazolam são complexas e dependentes do tempo.",2,fonte1,manual,1.0
ibuprofeno,ciclosporina,"O uso concomitante de qualquer AINE com os seguintes fármacos deve ser evitado, especialmente nos casos de administração crônica: ácido acetilsalicílico, paracetamol, colchicina, iodetos, medicamen tos fotossensibilizantes, outros anti -inflamatórios não esteroides, corticosteroides, corticotrofina, uroquinase, hipoglicemiantes orais ou insulina, anti -hipertensivos e diuréticos, ácido valpr oico, plicamicina, sais de ouro, ciclosporina, lítio, probenec ida, inibidores da ECA, agentes anticoagulantes ou trombolíticos, inibidores de agregação plaquetária, cardiotônicos digitálicos, digoxina e metotrexato.",2,fonte1,manual,1.0
puran t4,levotiroxina,"Café: não tome Puran T4 com café, pois pode reduzir a absorção da levotiroxina pelo intestino, tornando-a menos eficaz.",1,fonte2,automatica,0.65
clorana,hidroclorotiazida,"Salicilatos, AINEs: Em caso de doses elevadas de salicilatos, a hidroclorotiazida pode aumentar o efeito tóxico dos salicilatos no sistema nervoso central.",1,fonte2,automatica,0.65
ezetimiba sinvastatina,sinvastatina,"CONTRAINDICAÇÕES • Hipersensibilidade aos princípios ativos ou a qualquer dos excipientes. • Hepatopatia ativa ou elevações persistentes e inexplicadas das transaminases séricas. • Quando houver necessidade de administrar ezetimiba + sinvastatina com fenofibrato, consulte a Circular aos Médicos (bula) de fenofibrato. • Administração concomitante de inibidores potentes do CYP3A4 (p. ex., itraconazol, cetoconazol, posaconazol, voriconazol, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (vide 5.",2,fonte1,manual,1.0
ezetimiba sinvastatina,cetoconazol,"CONTRAINDICAÇÕES • Hipersensibilidade aos princípios ativos ou a qualquer dos excipientes. • Hepatopatia ativa ou elevações persistentes e inexplicadas das transaminases séricas. • Quando houver necessidade de administrar ezetimiba + sinvastatina com fenofibrato, consulte a Circular aos Médicos (bula) de fenofibrato. • Administração concomitante de inibidores potentes do CYP3A4 (p. ex., itraconazol, cetoconazol, posaconazol, voriconazol, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (vide 5.",2,fonte1,manual,1.0
dicloridrato de hidroxizina,eritromicina,"Exemplos de medicamentos associad os ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas es tes): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida) ; - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, c italopram, venlafaxina , antidepressivos tricíclicos e tetracíclicos por exemplo amitriptilina, imipramina, maprotilina) ; - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolimo ); - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - pentamidina; - Antimaláricos (quinin a, cloroquina); - Antifúngicos azólicos (c etoconazol, fluconazol, voriconazol); - domperidona; - Antagonistas dos receptores 5-HT 3 (ondansetron a); - trióxido de arsênio; - Inibidores da tirosina quinase (vandetanib e, sunitinib e, nilotinib e); - vorinostat e (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta -2 (salmeterol, formoterol).",2,fonte1,manual,1.0
sinvastatina,claritromicina,"ADVERTÊNCIAS E PRECAUÇÕES, Gravide z e Lactação ); • Administração concomitante de inibidores potentes do CYP3A4 (por exemplo, itraconazol, cetoconazol, posaconazol, voriconazol, inibidores de protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (veja os itens 5.",2,fonte1,manual,1.0
flagyl nistatina,ciclosporina,"O médico deve monitorar as concentrações plasmáticas de lítio, creatinina e eletrólitos enquanto durar o tratamento com metronidazol. : risco de aumento dos níveis no plasma de ciclosporina.",1,fonte2,automatica,0.75
xadago,tramadol,"Medicamentos opióides Safinamida é contraindicado para uso concomitante com medicamentos chamados opioides, utilizados para alívio da dor, como por exemplo meperidina, metadona, propoxifeno, tramadol.",2,fonte2,automatica,0.9
digoxina,eritromicina,"Os níveis séricos de digoxina podem aumentar devido à administração concomitante das seguintes d rogas: amiodarona, flecainida, prazosina, propafeno na, quinidina, espironolactona, antibióticos macrolídeos (como eritromicina e clari tromicina), tetraciclina e possivelmente outros ant ibióticos, gentamicina, itraconazol, quinina, trimetoprima, alprazolam, indometacina, pr opantelina, nefazodona, atorvastatina, ciclosporina , epoprostenol (transitório) e carvedilol.",1,fonte1,manual,1.0
atorvastatina calcica,niacina,"INTERAÇÕES MEDICAMENTOSAS O risco de miopatia durante o tratamento com inib idores da HMG-CoA redutase se apresenta aumentado com a administração concomitante de ciclosporina, fibratos, niacina em do ses que alteram o perfil lipídico ou inibidores de citocromo P450 3A4/ transportadores, (por exemplo, eritromicina e antifúngicos azólicos) (vide “POSOLOGIA E MODO DE USAR: Uso combinado com outros medicamentos” e “Advertências e Precauções: Efeitos na Musculatura Esquelética”).",1,fonte1,manual,1.0
plaquinol,carbamazepina,"Recomenda-se cautela (por exemplo, monitoramento da eficácia) quando indutores fortes do CYP2C8 e do CYP3A4 (como rifampicina, erva de São João, carbamazepina, ) são administrados concomitantemente.",1,fonte2,automatica,0.65
cloridrato de donepezila,sertralina,"O metabolismo do cloridrat o de donepezila não é alterado pela administração concomitante de digoxina, cimetidina, tioridazina, risperidona e sertralina.",0,fonte1,manual,1.0
levetiracetam,contraceptivos,"O efeito do levetiracetam sobre o probenecida não foi estudado e o efeito de levetiracetam sobre outros medicamentos secretados ativamente, exemplo, AINEs, sulfonamidas e metotrexato é desconhecido. - Contraceptivos orais e outras interações farmacocinéticas Levetiracetam 1000 mg por dia não influenciou a farmacocinética dos contraceptivos orais (etinilestradiol e levonorgestrel); os parâmetros endócrinos (hormônio luteinizante e progesterona) não sofreram alteração.",0,fonte1,manual,1.0
sinvastatina,eritromicina,"ADVERTÊNCIAS E PRECAUÇÕES, Gravidez e Lactação); • Administração concomitante de inibidores potentes do CYP3A4 (por exemplo, itraconazol, cetoconazol, posaconazol, voriconazol, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (veja item 5.",2,fonte1,manual,1.0
galvus,metformina,"Como resultado desses estudos, não foi observada nenhuma interação de importância clínica com a administração simultânea da vildagliptina com outros antidiabéticos orais ( , pioglitazona, metformina), ou varfarina.",0,fonte2,automatica,0.85
incoril,diltiazem,"A fenitoína pode estimular o metabolismo de Cloridrato de Diltiazem, diminuindo assim sua concentração sanguínea e consequentemente seu efeito Estatinas (usadas para tratamento das Aumento das concentrações plasmáticas das estatinas, que por sua vez leva a ocorrências de eventos adversos do tipo , miopatia e raros casos de rabdomiólise (antagonista do receptor H2) e antirretrovirais inibidores da protease ( , saquinavir) Inibem a enzima metabolizadora de cloridrato de Cloridrato de Diltiazem, podendo aumentar as concentrações sanguíneas de cloridrato de Cloridrato de Diltiazem.",2,fonte2,automatica,0.8
bromidrato de citalopram,risperidona,"Citalopram e desmetilcitalopram são insignificantes inibidores da CYP2C9, CYP2E1 e CYP3A4, e inibidores fracos da CYP1A2, CYP2C19 e CYP2D6 quando em comparação com outros ISRS estabelecidos como significantes inibidores Levomepromazina, digoxina, carbamazepina Nenhuma mudança ou apenas mudanças muito pequenas de pouca importância clínica foram observados quando o citalopram foi dado com substratos CYP1A2 (clozapina e teofilina), CYP2C9 (varfarina), CYP2C19 (imipramina e mephenytoin), CYP2D6 (esparteína, imipramina, amitriptilina, a risperidona) e CYP3A4 (varfarina, carbamazepina (e seu metabólito carbamazepina epoxidop) e triazolam.",0,fonte1,manual,1.0
