medicamento,secao,texto,classe_sugerida,confianca_heuristica,medicamentos_detectados,score_prioridade,classe_manual
ramelteona,INTERAÇÕES MEDICAMENTOSAS,"Outras informações relevantes de estudos de interação medicamentosa: Os estudos de interação da administração concomitante de ramelteona com fluoxetina (inibidor da CYP2D6), omeprazol (indutor da CYP1A2/inibidor da CYP2C19), teofilina (substrato da CYP1A2), dextrometorfano (substrato da CYP2D6), sertralina, venlafaxina, escitalopram, gabapentina, lorazepam e zolpidem não produziram alterações clinicamente significativas nas exposições máxima e total à ramelteona ou ao metabólito M -II.",-1,-1.0,omeprazol; fluoxetina; sertralina; gabapentina,13.0,0
levetiracetam,INTERAÇÕES MEDICAMENTOSAS,"O efeito do levetiracetam sobre o probenecida não foi estudado e o efeito de levetiracetam sobre outros medicamentos secretados ativamente, exemplo, AINEs, sulfonamidas e metotrexato é desconhecido. - Contraceptivos orais e outras interações farmacocinéticas Levetiracetam 1000 mg por dia não influenciou a farmacocinética dos contraceptivos orais (etinilestradiol e levonorgestrel); os parâmetros endócrinos (hormônio luteinizante e progesterona) não 15 sofreram alteração.",-1,-1.0,probenecida; metotrexato; contraceptivos; aines,13.0,0
cloridrato de lurasidona,INTERAÇÕES MEDICAMENTOSAS,"A coadministração de lurasidona com medicamentos inibidores moderados da CYP3A4 (ex: diltiazem, eritromicina, fluconazol, verapamil) podem aumentar a exposição a lurasidona.",-1,-1.0,eritromicina; fluconazol; diltiazem; verapamil,13.0,1
endofolin,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Interação ácido fólico – medicamentos Fenitoína, fenobarbital, primidona, aspirina, colestipol, cicloserina, metotrexato e enzimas pancreáticas reduzem os níveis de ácido fólico, enquanto que o ácido aminosalicílico, antiácidos, colestiramina, estrogênios, bloqueadores H 2 e a carbamazepina reduzem sua absorção.",-1,-1.0,carbamazepina; metotrexato; fenobarbital; colestipol,13.0,1
ritonavir,INTERAÇÕES  MEDICAMENTOSAS,"Tabela 2: Efeitos na AUC e Cmáx na coadministração de ritonavir com outros fármacos Fármaco Dosagem de ritonavir n AUC % (95% de intervalo de confiança) Cmáx (95% de intervalo de confiança) claritromicina 500 mg 12/12 h por 4 dias 200 mg 8/8 h por 4 dias 22 ↑ 12% (2,23%) ↑ 15% (2,28%) didanosina 200 mg 12/12 h por 4 dias 600 mg 12/12 h por 4 dias 12 ↔ ↔ fluconazol 400 mg/1º dia e 200 mg/dia por 4 dias 200 mg 6/6 h por 4 dias 8 ↑ 12% (5,20%) ↑ 15% (7,22%) fluoxetina 30 mg 12/12 h por 8 dias 600 mg dose única 16 ↑ 19% (7,34%) ↔ rifampicina 600 mg ou 300 mg/dia por 10 dias 500 mg 12/12 h por 20 dias 7,9* ↓ 35% (7,55%) ↓25% (-5,46%) zidovudina 200 mg 8/8 h por 4 dias 300 mg 6/6 h por 4 dias 10 ↔ ↔ ↑ indica “aumento” ↓ indica “redução” ↔ indica “sem alterações” * Desenho de grupo paralelo, indivíduos recebendo regimes de combinação e controle, respectivamente.",-1,-1.0,claritromicina; fluoxetina; fluconazol; rifampicina,13.0,1
pantoprazol sódico,INTERAÇÕES MEDICAMENTOSAS,"Os estudos de interação com fármacos que também são metabolizados com estas vias, como a carbamazepina, diazepam, glibenclamida, nifedipino, fenitoína e um contraceptivo oral contendo levonorgestrel e etinilestradiol, não se observaram interações clínicas significativas.",-1,-1.0,diazepam; carbamazepina; glibenclamida; nifedipino,13.0,0
folifolin,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Interação ácido fólico – medicamentos A fenitoína, fenobarbital, primidona, aspirina, colestipol, cicloserina, metotrexato e enzimas pancreáticas reduzem os níveis de ácido fólico, enquanto que o ácido aminosalicílico, antiácidos, colestiramina, estrogênios, bloqueadores H2 e a carbamazepina reduzem sua absorção.",-1,-1.0,carbamazepina; metotrexato; fenobarbital; colestipol,13.0,1
sinvastatina,CONTRAINDICAÇÕES,"ADVERTÊNCIAS E PRECAUÇÕES, Gravidez e Lactação); • Administração concomitante de inibidores potentes do CYP3A4 (por exemplo, itraconazol, cetoconazol, posaconazol, voriconazol, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (veja item 5.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,2
sinvastatina,CONTRAINDICAÇÕES,"ADVERTÊNCIAS E PRECAUÇÕES, Gravidez e Lactação ); • Administração concomitante de inibidores potentes do CYP3A4 (por exemplo, itraconazol, cetoconazol, posaconazol, voriconazol, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (veja o item 5.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,2
sinvastatina,CONTRAINDICAÇÕES,"ADVERTÊNCIAS E PRECAUÇÕES, Gravidez e Lactação ); • Administração concomitante de inibidores potentes do CYP3A4 (por exemplo, itraconazol, cetoconazol, posaconazol, voriconazol, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (veja os itens 5.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,2
besilato de anlodipino,INTERAÇÕES MEDICAMENTOSAS,"Dados in vitro de estudos com plasma humano indicam que o anlodipino não afeta a ligação às proteínas dos fármacos testados (digoxina, fenitoína, varfarina ou indometacina). sinvastatina: a coadministração de múltiplas doses de 10 mg de anlodipino com 80 mg de sinvastatina resultou em um aumento de 77% na exposição à sinvastatina em comparação com a sinvastatina isolada.",-1,-1.0,varfarina; sinvastatina; digoxina; anlodipino,13.0,1
besilato de anlodipino,INTERAÇÕES MEDICAMENTOSAS,"Inibidores fortes de CYP3A4 (por ex. cetoconazol, itraconazol, ritonavir) podem aumentar as concentrações plasmáticas do anlodipino por uma extensão superior ao diltiazem.",-1,-1.0,cetoconazol; itraconazol; anlodipino; diltiazem,13.0,1
carbamazepina,INTERAÇÕES  MEDICAMENTOSAS,"Antipsicóticos: clozapina, haloperidol e bromperidol, olanzapina, quetiapina, risperidona, ziprasidona, aripiprazol, paliperidona.",-1,-1.0,haloperidol; risperidona; quetiapina; olanzapina,13.0,
fluconazol,INTERAÇÕES MEDICAMENTOSAS,"Podem ser necessários ajustes da dose da carbamazepina dependendo de determinações da concentração/efeito. bloqueadores do canal de cálcio: determinados antagonistas de canal de cálcio di -hidropiridínicos (nifedipino, isradipino, anlodipino, verapamil e felodipino) são metabolizados pela CYP3A4.",-1,-1.0,carbamazepina; nifedipino; anlodipino; verapamil,13.0,1
prednisona,INTERAÇÕES  MEDICAMENTOSAS,"A coadministração de prednisona com inibidores potentes da CYP3A4 (por exemplo, produtos que contenham cetoconazol, itraconazol, claritromicina, ritonavir e cobicistate) pode levar ao aumento da concentração plasmática dos corticosteroides e possibilitar o aumento do risco de efeitos colaterais sistêmicos dos corticosteroides.",-1,-1.0,claritromicina; cetoconazol; itraconazol; corticosteroides,13.0,1
cloridrato de metformina,INTERAÇÕES MEDICAMENTOSAS,"A coadministração de metformina com: − Substratos/inibidores de OCT1 (como verapamil) podem reduzir a eficácia de metformina. − Indutores do OCT1 (como a rifampicina) podem aumentar a absorção gastrointestinal e a eficácia. − Substratos/inibidores de OCT2 (como cimetidina, dolutegravir, crizotinibe, olaparibe, daclatasvir, vandetanibe) podem diminuir a eliminação renal da metformina e assim levar a uma concentração aumentada de metformina no plasma.",-1,-1.0,metformina; rifampicina; verapamil; cimetidina,13.0,1
cloridrato de fluoxetina,INTERAÇÕES MEDICAMENTOSAS,"Ligação às proteínas do plasma - devido ao fato da fluoxetina estar firmemente ligada às proteínas do plasma , a administração de fluoxetina a um paciente que esteja tomando outra droga que seja firmemente ligada às proteínas plasmáticas pode causar uma mudança nas concentrações plasmáticas da mesma (ex: ácido acetilsalicílico, fenitoína, diclofenaco, diazepam) . varfarina - efeitos anticoagulantes alterados (valores de laboratório e/ou sinais clínicos e sintomas), incluindo sangramento, sem um padrão consistente, foram reportados com pouca frequência quando a fluoxetina e a varfarina foram coadministradas .",-1,-1.0,varfarina; fluoxetina; diazepam; anticoagulantes,13.0,1
bromidrato de citalopram,INTERAÇÕES MEDICAMENTOSAS,"O citalopram e desmetilcitalopram são insignificantes inibidores da CYP2C9, CYP2E1 e CYP3A4, e inibidores fracos da CYP1A2, CYP2C19 e CYP2D6 quando em comparação com outros ISRS estabelecidos como inibidores significantes . levomepromazina, digoxina, carbamazepina Nenhuma mudança ou apenas mudanças muito pequenas de pouca importância clínica foram observad as quando o citalopram foi dado com substratos CYP1A2 (clozapina e teofilina), CYP2C9 (varfarina), CYP2C19 (imipramina e mefenitoína ), CYP2D6 (esparteína, imipramina, amitriptilina, a risperidona) e CYP3A4 (varfarina, carbamazepina e seu metabólito carbamazepina epóxido ) e triazolam.",-1,-1.0,varfarina; carbamazepina; digoxina; risperidona,13.0,0
glimepirida,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Com base na experiência do uso da glimepirida e no que se conhece dos medicamentos de mesma classe, as seguintes interações devem ser consideradas: - medicamento -medicamento: Aumento do efeito hipoglicemiante e, portanto, em alguns casos, pode ocorrer hipoglicemia quando um dos seguintes fármacos é administrado: Insulina ou outro antidiabético oral; inibidores da ECA; esteroides anabolizantes e hormônios sexuais masculinos; c loranfenicol; derivados cumarínicos; ciclofosfamidas; disopiramida; fenfluramina; feniramidol; fibratos; fluoxetina; guanetidina; ifosfamida; inibidores da MAO; miconazol; fluconazol; ácido para minos salicílico ; pentoxifilina (uso parenteral em doses e levadas); fenilbutazona; azapropazona; oxifembutazona; proben ecida; quinolonas; salicilatos; sulfimpirazona; clarit romicina ; antibióticos sulfonamídicos; tetraciclinas; tritoqualina; trofosfamida.",-1,-1.0,fluoxetina; fluconazol; insulina; fibratos,13.0,1
domperidona,CONTRAINDICAÇÕES,"A administração concomitante de domperidona com inibidores potentes do CYP3A4 que demonstraram causar um prolongamento do intervalo QT, tais como claritromicina, eritromicina, itraconazol, cetoconazol oral, posaconazol, ritonavir, saquinavir, telitromicina , telaprevir e voriconazol, é contraindicada (vide “Advertências e Precauções” e “Interações Medicamentosas”).",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,2
mesilato de imatinibe,ADVERTÊNCIAS  E PRECAUÇÕES,"Tome cuidado ao utilizar mesilato de imatinibe com rifampicina ou outros indutores potentes de CYP3A4, cetoconazol ou outros inibidores potentes de CYP3A4, substratos de CYP3A4 com uma janela terapêutica estreita (por exemplo, ciclosporina ou pimozida) ou substratos de CYP2C9 com uma janela terapêutica estreita (por exemplo, varfarina e outros derivados cumarínicos) (vide “Interações medicamentosas”).",-1,-1.0,varfarina; ciclosporina; cetoconazol; rifampicina,13.0,1
mesilato de imatinibe,INTERAÇÕES  MEDICAMENTOSAS,"Medicamentos que podem aumentar as concentrações plasmáticas de imatinibe: As substâncias que inibem a atividade da isoenzima CYP3A4 do citocromo P450 (ex.: cetoconazol, itraconazol, eritromicina, claritromicina) poderiam diminuir o metabolismo e aumentar as concentrações de imatinibe.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,1
clonixinato de lisina cloridrato de ciclobenzaprin,INTERAÇÕES  MEDICAMENTOSAS,"O clonixinato de lisina + cloridrato de ciclobenzaprina diminui a ação de medicamentos usados para controlar a pressão arterial elevada (por ex. betabloqueadores, como o atenolol e o propranolol, inibidores da enzima de conversão da angiotensina, como o captopril e o enalapril, vasodilatadores, como hidralazina, e diuréticos, como hidroclorotiazida e furosemida).",-1,-1.0,captopril; hidroclorotiazida; furosemida; enalapril,13.0,1
clonixinato de lisina cloridrato de ciclobenzaprin,INTERAÇÕES  MEDICAMENTOSAS,"O clonixinato de lisina + cloridrato de ciclobenzaprina diminui a ação dos agentes anti -hipertensivos (betabloqueadores como o atenolol e o propranolol, inibidores da ECA, como o captopril e o enalapril, vasodilatadores, como hidralazina, e diuréticos, como hidroclorotiazida e furosemida).",-1,-1.0,captopril; hidroclorotiazida; furosemida; enalapril,13.0,1
besilato de anlodipino losartana potássica,INTERAÇÕES MEDICAMENTOSAS,"Efeito da interação: aumento dos níveis séricos de anlodipina ou da exposição à anlodipino Medicamento: telaprevir, claritromicina Efeito da interação: diminuição de efeito antiplaquetário Medicamento: clopidogrel Efeito da interação: aumento da concentração sérica e aumento de risco de miopatias Medicamento: sinvastatina Efeito da interação: diminuição da exposição à 5-fluorouracil a Medicamento: tegafur Efeito da interação: aumento da exposição e aumento de risco de prolongamento do intervalo QT Medicamento: domperidona Efeito da interação: diminuição de exposição aos substratos do CYP3A4 Medicamento: carbamazepina, dabrafenibe Efeito da interação: Alteração na concentração plasmática de anlodipino.",-1,-1.0,claritromicina; sinvastatina; carbamazepina; anlodipino,13.0,1
besilato de anlodipino losartana potássica,INTERAÇÕES MEDICAMENTOSAS,"Efeito de interação: aumento da concentração sérica de anlodipino e toxicidade (tontura, hipotensão, rubor, cefaleia , edema periférico) Medicamento: fluconazol, cetoconazol, itraconazol Efeito de interação: aumento da concentração sérica dos bloqueadores dos canais de cálcio.",-1,-1.0,cetoconazol; fluconazol; itraconazol; anlodipino,13.0,1
budesonida,INTERAÇÕES  MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS O uso concomitante de budesonida intranasal e inibidores d o citocromo P450, especialmente da isoenzima CYP3A4 (i.e. , produtos que contenham cobicistate , cetoconazol , ritonavir, atazanavir , claritromicina , indinavir , eritromicina, nefazodona, nelfinavir, saquinavir, telitromicina, itraconazol) causa o aumento da concentração de budesonida no plasma, levando à um risco aumento de eventos adversos sistêmicos, como Síndrome de Cushing e supressão adrenal.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,2
valsartana besilato de anlodipino,INTERAÇÕES MEDICAMENTOSAS,"Entretanto, os inibidores fortes da CYP3A4 (por ex.: cetoconazol, itraconazol e ritonavir) podem aumentar as concentrações plasmáticas de anlodipino para uma extensão maior que diltiazem.",-1,-1.0,cetoconazol; itraconazol; anlodipino; diltiazem,13.0,1
clonixinato de lisina,INTERAÇÕES  MEDICAMENTOSAS,"Nestes casos, pode ser necessário alterar as doses de um ou de outro ou mesmo modificar o tratamento. • Sais de lítio: usados no tratamento de transtornos bipolares. • Anti-hipertensivos: usados para tratamento da pressão alta.Diuréticos (por ex., hidroclorotiazida, indapamida, clortalidona): usados para aumentar a secreção de urina. • Anti-inflamatórios não esteroides. • Corticosteroides (por ex., hidrocortisona, prednisona, prednisolona, dexametasona): usados no tratamento de doenças inflamatórias. • Anticoagulantes orais, ticlopidina, heparina e trombolíticos (por ex., estreptoquinase, alteplase, tenectplase e reteplase): usados para impedir a formação de coágulos de sangue dentro dos vasos sanguíneos. • metotrexato: usado no tratamento do câncer e outras doenças, como artrite reumatoide.",-1,-1.0,metotrexato; hidroclorotiazida; anticoagulantes; corticosteroides,13.0,1
cloridrato de tansulosina,INTERAÇÕES MEDICAMENTOSAS,"In vitro , nem diazepam, nem propranolol, triclormetiazida, clormadino na, amitriptilina, diclofenaco, glibenclamida, sinvastatina e nem varfarina modificam a fração livre da tansulosina no plasma humano.",-1,-1.0,varfarina; sinvastatina; diazepam; glibenclamida,13.0,0
ticagrelor,INTERAÇÕES MEDICAMENTOSAS,"Outros moderados inibidores da CYP3A4 (por exemplo, amprenavir, aprepitanto, eritromicina, fluconazol e verapamil) podem ser coadministrados com ticagrelor . rifampicina e outros indutores da CYP3A4 : a coadministração de rifampicina com ticagrelor diminuiu a C máx e AUC de ticagrelor em 73% e 86%, respectivamente.",-1,-1.0,eritromicina; fluconazol; rifampicina; verapamil,13.0,1
pantoprazol magnésico di-hidratado,INTERAÇÕES MEDICAMENTOSAS,"Os estudos de interação com fármacos que também são metabolizados com estas vias, como a carbamazepina, diazepam, glibenclamida, nifedipino, fenitoína e contraceptivo oral contendo levonorgestrel e etinilestradiol, não observaram interações clínicas significativas.",-1,-1.0,diazepam; carbamazepina; glibenclamida; nifedipino,13.0,0
divalproato de sódio,INTERAÇÕES  MEDICAMENTOSAS,"Deve -se considerar a diminuição da dose de amitriptilina/nortriptilina na presença de valproato. carbamazepina (CBZ)/carbamazepina -10,11 -epóxido (CBZ -E): os níveis séricos de CBZ diminuíram 17% enquanto que os de CBZ -E aumentaram em torno de 45% na coadministração de valproato e CBZ em pacientes epilépticos. clonazepam: o uso concomitante de ácido valproico e de clonazepam pode induzir estado de ausência em pacientes com história desse tipo de crises convulsivas. diazepam: o valproato desloca o diazepam de seus locais de ligação à albumina plasmática e inibe seu metabolismo.",-1,-1.0,diazepam; clonazepam; carbamazepina; valproico,13.0,1
cloridrato de donepezila,INTERAÇÕES MEDICAMENTOSAS,"O metabolismo do cloridrato de donepezila não é alterado pela administração concomitante de digoxina, cimetidina, tioridazina, risperidona e sertralina.",-1,-1.0,sertralina; digoxina; risperidona; cimetidina,13.0,0
celecoxibe,INTERAÇÕES  MEDICAMENTOSAS,"Entre os pacientes que receberam concomitantemente celecoxibe 200 mg duas vezes ao dia, 48% foram considerados não responsivos ao lisinopril na visita clínica final (definido como pressão arterial diastólica medida com manguito > 90 mmHg ou pressão arterial diastólica medida com manguito aumentada em > 10% em relação à linha de base), em comparação com 27% dos pacientes que receberam placebo concomitante; essa diferença foi estatisticamente significativa. - ciclosporina: Devido ao seu efeito sobre as prostaglandinas renais, os AINEs podem aumentar o risco de nefrotoxicidade associada à ciclosporina. - fluconazol e cetoconazol: A administração concomitante de fluconazol, 200 mg/dia, resultou em um aumento de duas vezes a concentração plasmática de celecoxibe.",-1,-1.0,ciclosporina; cetoconazol; fluconazol; aines,13.0,1
dicloridrato de levocetirizina,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Não foram realizados estudos de interação com a levocetirizina (incluindo estudos com indutores da CYP 3A4); estudos realizados com o composto racêmico cetirizina demonstraram que não havia interações clinicamente relevantes com antipirina, pseudoefedrina, cimetidina, cetoconazol, eritromicina, azitromicina, glipizida e diazepam.",-1,-1.0,eritromicina; diazepam; cetoconazol; cimetidina,13.0,0
glimepirida cloridrato de metformina,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Certos agentes hiperglicemiantes (corticosteroides, diuréticos tiazídicos, contraceptivos orais) podem alterar o curso do diabetes e tornar necessário o aumento da dose de cloridrato de metformina ou sua combinação com sulfonilureias hipoglicemiantes ou terapia com insulina.",-1,-1.0,metformina; insulina; contraceptivos; corticosteroides,13.0,1
cloridrato de donepezila cloridrato de memantina,INTERAÇÕES MEDICAMENTOSAS,"O metabolismo do cloridrato de donepezila não é alterado pela administração concomitante de digoxina, cimetidina, tioridazina, risperidona e sertralina.",-1,-1.0,sertralina; digoxina; risperidona; cimetidina,13.0,0
cloridrato de donepezila cloridrato de memantina,INTERAÇÕES MEDICAMENTOSAS,"Existe um relato de caso clínico publicado sobre um possível risco da combinação da memantina com a fenitoína. • Outras substâncias ativas como cimetidina, ranitidina, proca inamida , quinidina, quinina e nicotina, que utilizam o mesmo sistema de transporte renal de cátions que a amantadina, também poderão interagir com a memantina levando a um risco potencial de aumento dos seus níveis séricos. • É possível que haja uma redução dos níveis séricos da hidroclorotiazida (HCT) quando esta, ou qualquer combinação contendo hidroclorotiazida, é administrada concomitantemente com a memantina. • Na experiência pós -comercialização foram notificados casos isolados de aumento da relação normalizada internacional (RNI) em pacientes tratados concomitantemente com varfarina.",-1,-1.0,varfarina; hidroclorotiazida; cimetidina; ranitidina,13.0,1
cloridrato de memantina,INTERAÇÕES MEDICAMENTOSAS,"Existe um relato de caso clínico publicad o sobre um possível risco da combinação da memantina com a fenitoína.  Outras substâncias ativas como cimetidina, ranitidina, procainamida, quinidina, quinina e nicotina, que utilizam o mesmo sistema de transporte renal de cátions que a amantadina, també m poderão interagir com a memantina levando a um risco potencial de aumento dos seus níveis séricos.  É possível que haja uma redução dos níveis séricos da hidroclorotiazida (HCT) quando esta, ou qualquer combinação contendo hidroclorotiazida, é adminis trada concomitantemente com a memantina.  Na experiência pós -comercialização foram notificados casos isolados de aumento da relação normalizada internacional (RNI) em pacientes tratados concomitantemente com varfarina.",-1,-1.0,varfarina; hidroclorotiazida; cimetidina; ranitidina,13.0,1
levetiracetam,ADVERTÊNCIAS E PRECAUÇÕES,"O efeito do levetiracetam sobre o probenecida não foi estudado e o efeito de levetiracetam sobre outros medicamentos secretados ativamente, exemplo, AINEs, sul fonamidas e metotrexato é desconhecido. ­ Contraceptivos orais e outras interações farmacocinéticas O levetiracetam 1000 mg por dia não influenciou a farmacocinética dos contraceptivos orais (etinilestradiol e levonorgestrel); os parâmetros endócrinos (hormônio luteinizante e progesterona) não sofreram alteração.",-1,-1.0,probenecida; metotrexato; contraceptivos; aines,13.0,0
levetiracetam,INTERAÇÕES MEDICAMENTOSAS,"O efeito do levetiracetam sobre o probenecida não foi estudado e o efeito de levetiracetam sobre outros medicamentos secretados ativamente, exemplo, AINEs, sulfonamidas e metotrexato é desconhecido. - Contraceptivos orais e outras interações farmacocinéticas Levetiracetam 1000 mg por dia não influenciou a farmacocinética dos contraceptivos orais (etinilestradiol e levonorgestrel); os parâmetros endócrinos (hormônio luteinizante e progesterona) não sofreram alteração.",-1,-1.0,probenecida; metotrexato; contraceptivos; aines,13.0,0
levetiracetam,ADVERTÊNCIAS E PRECAUÇÕES,"INTERAÇÕES MEDICAMENTOSAS - Medicamentos antiepilépticos Dados indicam que levetiracetam não influencia as concentrações séricas de medicamentos antiepilépticos existentes (fenitoína, carbamazepina, ácido valproico, fenobarbital, lamotrigina, gabapentina e primidona) e que estes medicamentos antiepilépticos não influenciam a farmacocinética de levetiracetam.",-1,-1.0,carbamazepina; fenobarbital; gabapentina; valproico,13.0,0
levetiracetam,ADVERTÊNCIAS E PRECAUÇÕES,"O efeito do levetiracetam sobre o probenecida não foi estudado e o efeito de levetiracetam sobre outros medicamentos secretados ativamente, exemplo, AINEs, sulfonamidas e metotrexato é desconhecido. - Contraceptivos orais e outras interações farmacocinéticas Levetiracetam 1000 mg por dia não influenciou a farmacocinética dos contraceptivos orais (etinilestradiol e levonorgestrel); os parâmetros endócrinos (hormônio luteinizante e progesterona) não sofreram alteração.",-1,-1.0,probenecida; metotrexato; contraceptivos; aines,13.0,0
apixabana,INTERAÇÕES  MEDICAMENTOSAS,"Espera -se que substâncias ativas não consideradas inibidores potentes de ambos CYP3A4 e gpP (por exemplo: diltiazem, naproxeno, claritromicina, amiodarona, verapamil, quinidina) causem um aumento das concentrações plasmáticas de apixabana em menor grau.",-1,-1.0,claritromicina; diltiazem; verapamil; amiodarona,13.0,1
cetoprofeno,INTERAÇÕES MEDICAMENTOSAS,"Portanto, estes pacientes de vem ser reidratados antes do início do tratamento concomitante e a função dos rins deve ser monitorada quando o tratamento for iniciado (vide “ O QUE DEVO SABER ANTES DE USAR ESTE MEDICAMENTO? ”). - Inibidores da ECA -enzima conversora da angiotensina (ex: captopril, enalapril, lisinopril) e antagonistas da angiotensina II (ex: irbesartana, losartana, valsartana): em pacientes com comprometimento da função dos rins (ex. pacientes desidratados ou pacientes idosos), a coadministração de um inibidor da ECA ou de um antagonista da angiotensina II e de um agente que inibe a ciclo oxigenase (tipo de enzima) pode promover a deterioração da função dos rins, incluindo a possibilidade de insuficiência dos rins aguda. - Metotrexato em doses menores do que 15 mg/seman a: converse com seu médico caso esteja tomando metotrexato devido a possibilidade de ocorrer alteração da função dos rins.",-1,-1.0,captopril; losartana; metotrexato; enalapril,13.0,1
besilato de anlodipino,INTERAÇÕES MEDICAMENTOSAS,"Dados in vitro de estudos com plasma humano indicam que o anlodipino não af eta a ligação às proteínas dos fármacos testados (digoxina, fenitoín a, varfarina ou indometacina). sinvastatina: a coadministração de múltiplas doses de 10 mg de anlodipino com 80 mg de sinvastatina resultou em um aumento de 77% na exposição à sinvastatina em comp aração com a sinvastatina isolada.",-1,-1.0,varfarina; sinvastatina; digoxina; anlodipino,13.0,1
mesilato de imatinibe,ADVERTÊNCIAS E PRECAUÇÕES,"Tome cuidado ao utilizar mesilato de imatinibe com rifampicina ou outros indutores potentes de CYP3A4, cetoconazol ou outros inibidores potentes de CYP3A4, substratos de CYP3A4 com uma janela terapêutica estreita (por exemplo, ciclosporina ou pimozida) ou substratos de CYP2C9 com uma janela terapêutica estreita (por exemplo, varfarina e outros derivados cumarínicos) (vide “ Interações medicamentosas ”).",-1,-1.0,varfarina; ciclosporina; cetoconazol; rifampicina,13.0,1
mesilato de imatinibe,INTERAÇÕES MEDICAMENTOSAS,"Outras interações que podem afetar a exposição ao mesilato de imatinibe ou outros medicamentos Medicamentos que podem aumentar as concentrações plasmáticas de imatinibe: As substâncias que inibem a atividade da isoenzima CYP3A4 do citocromo P450 (ex.: cetoconazol, itraconazol, eritromicina, claritromicina) poderiam diminuir o metabolismo e aumentar as concentrações de imatinibe.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,1
mesilato de imatinibe,ADVERTÊNCIAS E PRECAUÇÕES,"Tome cuidado ao utilizar mesilato de imatinibe com rifampicina ou outros indutores potentes de CYP3A4, cetoconazol ou outros inibidores potentes de CYP3A4, substratos de CYP3A4 com uma janela terapêutica estreita (por exemplo, ciclosporina ou pimozida) ou substratos de CYP2C9 com uma janela terapêutica estreita (por exemplo, varfarina e outros derivados cumarínicos) (vide “ Interações medicamentosas ”).",-1,-1.0,varfarina; ciclosporina; cetoconazol; rifampicina,13.0,1
mesilato de imatinibe,INTERAÇÕES MEDICAMENTOSAS,"Outras interações que podem afetar a exposição ao mesilato de imatinibe ou outros medicamentos Medicamentos que podem aumentar as concentrações plasmáticas de imatinibe: As substâncias que inibem a atividade da isoenzima CYP3A4 do citocromo P450 (ex.: cetoconazol, itraconazol, eritromicina, claritromicina) poderiam diminuir o metabolismo e aumentar as concentrações de imatinibe.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,1
ritonavir,INTERAÇÕES MEDICAMENTOSAS,"Tabel a 2: Efeito s na AUC e Cmáx na coadministração de ritonavir com outro s fármacos Fárma co Dosa gem de ritonavir n AUC % (95% de intervalo de confiança) Cmáx (95% de intervalo de confiança) claritromicina 500 mg 12/12 h por 4 dias 200 mg 8/8 h por 4 dias 22 ↑ 12% (2,23%) ↑ 15% (2,28%) didanosina 200 mg 12/12 h por 4 dias 600 mg 12/12 h por 4 dias 12 ↔ ↔ fluconazol 400 mg/1º dia e 200 mg/dia por 4 dias 200 mg 6/6 h por 4 dias 8 ↑ 12% (5,20%) ↑ 15% (7,22%) fluoxetina 30 mg 12/12 h por 8 dias 600 mg dose única 16 ↑ 19% (7,34%) ↔ rifampicina 600 mg ou 300 mg/dia por 10 dias 500 mg 12/12 h por 20 dias 7,9* ↓ 35% (7,55%) ↓25% (-5,46%) zidovudina 200 mg 8/8 h por 4 dias 300 mg 6/6 h por 4 dias 10 ↔ ↔ ↑ indica “aumento” ↓ indica “redução” ↔ indica “sem alterações” * Desenho de grupo paralelo, indivíduos receben do regimes de combinação e controle, respectivamente.",-1,-1.0,claritromicina; fluoxetina; fluconazol; rifampicina,13.0,1
